file,person
yaleB17_P00A+035E+40.jpg,17
yaleB17_P00A+035E+65.jpg,17
yaleB17_P00A+035E-20.jpg,17
yaleB17_P00A+050E+00.jpg,17
yaleB17_P00A+060E+20.jpg,17
yaleB17_P00A+060E-20.jpg,17
yaleB17_P00A+070E+00.jpg,17
yaleB17_P00A+070E+45.jpg,17
yaleB17_P00A+070E-35.jpg,17
yaleB17_P00A+085E+20.jpg,17
yaleB17_P00A+085E-20.jpg,17
yaleB17_P00A+110E+15.jpg,17
yaleB17_P00A+110E+40.jpg,17
yaleB17_P00A+110E+65.jpg,17
yaleB17_P00A+110E-20.jpg,17
yaleB17_P00A+120E+00.jpg,17
yaleB17_P00A+130E+20.jpg,17
yaleB17_P00A-005E+10.jpg,17
yaleB17_P00A-005E-10.jpg,17
yaleB17_P00A-010E-20.jpg,17
yaleB17_P00A-015E+20.jpg,17
yaleB17_P00A-020E+10.jpg,17
yaleB17_P00A-020E-10.jpg,17
yaleB17_P00A-020E-40.jpg,17
yaleB17_P00A-025E+00.jpg,17
yaleB17_P00A-035E+15.jpg,17
yaleB17_P00A-035E+40.jpg,17
yaleB17_P00A-035E+65.jpg,17
yaleB17_P00A-035E-20.jpg,17
yaleB17_P00A-050E+00.jpg,17
yaleB17_P00A-050E-40.jpg,17
yaleB17_P00A-060E+20.jpg,17
yaleB17_P00A-060E-20.jpg,17
yaleB17_P00A-070E+00.jpg,17
yaleB18_P00A+000E+00.jpg,18
yaleB18_P00A+000E+20.jpg,18
yaleB18_P00A+000E+45.jpg,18
yaleB18_P00A+000E+90.jpg,18
yaleB18_P00A+000E-20.jpg,18
yaleB18_P00A+000E-35.jpg,18
yaleB18_P00A+005E+10.jpg,18
yaleB18_P00A+005E-10.jpg,18
yaleB18_P00A+010E+00.jpg,18
yaleB18_P00A+010E-20.jpg,18
yaleB18_P00A+015E+20.jpg,18
yaleB18_P00A+020E+10.jpg,18
yaleB18_P00A+020E-10.jpg,18
yaleB18_P00A+020E-40.jpg,18
yaleB18_P00A+025E+00.jpg,18
yaleB18_P00A+035E+15.jpg,18
yaleB18_P00A+035E+40.jpg,18
yaleB18_P00A+035E+65.jpg,18
yaleB18_P00A+035E-20.jpg,18
yaleB18_P00A+050E+00.jpg,18
yaleB18_P00A+060E+20.jpg,18
yaleB18_P00A+060E-20.jpg,18
yaleB18_P00A+070E+00.jpg,18
yaleB18_P00A+070E+45.jpg,18
yaleB18_P00A+070E-35.jpg,18
yaleB18_P00A+085E+20.jpg,18
yaleB18_P00A+085E-20.jpg,18
yaleB18_P00A+110E+15.jpg,18
yaleB18_P00A+110E+40.jpg,18
yaleB18_P00A+110E+65.jpg,18
yaleB18_P00A+110E-20.jpg,18
yaleB18_P00A+120E+00.jpg,18
yaleB18_P00A+130E+20.jpg,18
yaleB18_P00A-005E+10.jpg,18
yaleB18_P00A-005E-10.jpg,18
yaleB18_P00A-010E-20.jpg,18
yaleB18_P00A-015E+20.jpg,18
yaleB18_P00A-020E+10.jpg,18
yaleB18_P00A-020E-10.jpg,18
yaleB18_P00A-020E-40.jpg,18
yaleB18_P00A-025E+00.jpg,18
yaleB18_P00A-035E+15.jpg,18
yaleB18_P00A-035E+40.jpg,18
yaleB18_P00A-035E+65.jpg,18
yaleB18_P00A-035E-20.jpg,18
yaleB18_P00A-050E+00.jpg,18
yaleB18_P00A-050E-40.jpg,18
yaleB18_P00A-060E+20.jpg,18
yaleB18_P00A-060E-20.jpg,18
yaleB18_P00A-070E+00.jpg,18
yaleB20_P00A+000E+00.jpg,20
yaleB20_P00A+000E+20.jpg,20
yaleB20_P00A+000E+45.jpg,20
yaleB20_P00A+000E-20.jpg,20
yaleB20_P00A+000E-35.jpg,20
yaleB20_P00A+005E+10.jpg,20
yaleB20_P00A+005E-10.jpg,20
yaleB20_P00A+010E+00.jpg,20
yaleB20_P00A+010E-20.jpg,20
yaleB20_P00A+015E+20.jpg,20
yaleB20_P00A+020E+10.jpg,20
yaleB20_P00A+020E-10.jpg,20
yaleB20_P00A+020E-40.jpg,20
yaleB20_P00A+025E+00.jpg,20
yaleB20_P00A+035E+15.jpg,20
yaleB20_P00A+035E+40.jpg,20
yaleB20_P00A+035E+65.jpg,20
yaleB20_P00A+035E-20.jpg,20
yaleB20_P00A+050E+00.jpg,20
yaleB20_P00A+060E+20.jpg,20
yaleB20_P00A+060E-20.jpg,20
yaleB20_P00A+070E+00.jpg,20
yaleB20_P00A+070E+45.jpg,20
yaleB20_P00A+070E-35.jpg,20
yaleB20_P00A+085E+20.jpg,20
yaleB20_P00A+085E-20.jpg,20
yaleB20_P00A+110E+15.jpg,20
yaleB20_P00A+110E+40.jpg,20
yaleB20_P00A+110E+65.jpg,20
yaleB20_P00A+110E-20.jpg,20
yaleB20_P00A+120E+00.jpg,20
yaleB20_P00A-005E+10.jpg,20
yaleB20_P00A-005E-10.jpg,20
yaleB20_P00A-010E+00.jpg,20
yaleB20_P00A-010E-20.jpg,20
yaleB20_P00A-015E+20.jpg,20
yaleB20_P00A-020E+10.jpg,20
yaleB20_P00A-020E-10.jpg,20
yaleB20_P00A-020E-40.jpg,20
yaleB20_P00A-025E+00.jpg,20
yaleB20_P00A-035E+15.jpg,20
yaleB20_P00A-035E+40.jpg,20
yaleB20_P00A-035E+65.jpg,20
yaleB20_P00A-035E-20.jpg,20
yaleB20_P00A-050E+00.jpg,20
yaleB20_P00A-050E-40.jpg,20
yaleB20_P00A-060E+20.jpg,20
yaleB20_P00A-060E-20.jpg,20
yaleB20_P00A-070E+00.jpg,20
yaleB20_P00A-070E+45.jpg,20
yaleB22_P00A+000E+00.jpg,22
yaleB22_P00A+000E+20.jpg,22
yaleB22_P00A+000E+45.jpg,22
yaleB22_P00A+000E-20.jpg,22
yaleB22_P00A+000E-35.jpg,22
yaleB22_P00A+005E+10.jpg,22
yaleB22_P00A+005E-10.jpg,22
yaleB22_P00A+010E+00.jpg,22
yaleB22_P00A+010E-20.jpg,22
yaleB22_P00A+015E+20.jpg,22
yaleB22_P00A+020E+10.jpg,22
yaleB22_P00A+020E-10.jpg,22
yaleB22_P00A+020E-40.jpg,22
yaleB22_P00A+025E+00.jpg,22
yaleB22_P00A+035E+15.jpg,22
yaleB22_P00A+035E+40.jpg,22
yaleB22_P00A+035E+65.jpg,22
yaleB22_P00A+035E-20.jpg,22
yaleB22_P00A+050E+00.jpg,22
yaleB22_P00A+060E+20.jpg,22
yaleB22_P00A+060E-20.jpg,22
yaleB22_P00A+070E+00.jpg,22
yaleB22_P00A+070E+45.jpg,22
yaleB22_P00A+070E-35.jpg,22
yaleB22_P00A+085E+20.jpg,22
yaleB22_P00A+085E-20.jpg,22
yaleB22_P00A+110E+15.jpg,22
yaleB22_P00A+110E+40.jpg,22
yaleB22_P00A+110E+65.jpg,22
yaleB22_P00A+110E-20.jpg,22
yaleB22_P00A+120E+00.jpg,22
yaleB22_P00A-005E+10.jpg,22
yaleB22_P00A-005E-10.jpg,22
yaleB22_P00A-010E+00.jpg,22
yaleB22_P00A-010E-20.jpg,22
yaleB22_P00A-015E+20.jpg,22
yaleB22_P00A-020E+10.jpg,22
yaleB22_P00A-020E-10.jpg,22
yaleB22_P00A-020E-40.jpg,22
yaleB22_P00A-025E+00.jpg,22
yaleB22_P00A-035E+15.jpg,22
yaleB22_P00A-035E+40.jpg,22
yaleB22_P00A-035E+65.jpg,22
yaleB22_P00A-035E-20.jpg,22
yaleB22_P00A-050E+00.jpg,22
yaleB22_P00A-050E-40.jpg,22
yaleB22_P00A-060E+20.jpg,22
yaleB22_P00A-060E-20.jpg,22
yaleB22_P00A-070E+00.jpg,22
yaleB22_P00A-070E+45.jpg,22
yaleB23_P00A+000E+00.jpg,23
yaleB23_P00A+000E+20.jpg,23
yaleB23_P00A+000E+45.jpg,23
yaleB23_P00A+000E+90.jpg,23
yaleB23_P00A+000E-20.jpg,23
yaleB23_P00A+000E-35.jpg,23
yaleB23_P00A+005E+10.jpg,23
yaleB23_P00A+005E-10.jpg,23
yaleB23_P00A+010E+00.jpg,23
yaleB23_P00A+010E-20.jpg,23
yaleB23_P00A+015E+20.jpg,23
yaleB23_P00A+020E+10.jpg,23
yaleB23_P00A+020E-10.jpg,23
yaleB23_P00A+020E-40.jpg,23
yaleB23_P00A+025E+00.jpg,23
yaleB23_P00A+035E+15.jpg,23
yaleB23_P00A+035E+40.jpg,23
yaleB23_P00A+035E+65.jpg,23
yaleB23_P00A+035E-20.jpg,23
yaleB23_P00A+050E+00.jpg,23
yaleB23_P00A+060E+20.jpg,23
yaleB23_P00A+060E-20.jpg,23
yaleB23_P00A+070E+00.jpg,23
yaleB23_P00A+070E+45.jpg,23
yaleB23_P00A+070E-35.jpg,23
yaleB23_P00A+085E+20.jpg,23
yaleB23_P00A+085E-20.jpg,23
yaleB23_P00A+110E+15.jpg,23
yaleB23_P00A+110E+40.jpg,23
yaleB23_P00A+110E+65.jpg,23
yaleB23_P00A+110E-20.jpg,23
yaleB23_P00A+120E+00.jpg,23
yaleB23_P00A-005E+10.jpg,23
yaleB23_P00A-005E-10.jpg,23
yaleB23_P00A-010E+00.jpg,23
yaleB23_P00A-010E-20.jpg,23
yaleB23_P00A-015E+20.jpg,23
yaleB23_P00A-020E+10.jpg,23
yaleB23_P00A-020E-10.jpg,23
yaleB23_P00A-020E-40.jpg,23
yaleB23_P00A-025E+00.jpg,23
yaleB23_P00A-035E+15.jpg,23
yaleB23_P00A-035E+40.jpg,23
yaleB23_P00A-035E+65.jpg,23
yaleB23_P00A-035E-20.jpg,23
yaleB23_P00A-050E+00.jpg,23
yaleB23_P00A-050E-40.jpg,23
yaleB23_P00A-060E+20.jpg,23
yaleB23_P00A-060E-20.jpg,23
yaleB23_P00A-070E+00.jpg,23
yaleB24_P00A+000E+00.jpg,24
yaleB24_P00A+000E+20.jpg,24
yaleB24_P00A+000E+45.jpg,24
yaleB24_P00A+000E+90.jpg,24
yaleB24_P00A+000E-20.jpg,24
yaleB24_P00A+000E-35.jpg,24
yaleB24_P00A+005E+10.jpg,24
yaleB24_P00A+005E-10.jpg,24
yaleB24_P00A+010E+00.jpg,24
yaleB24_P00A+010E-20.jpg,24
yaleB24_P00A+015E+20.jpg,24
yaleB24_P00A+020E+10.jpg,24
yaleB24_P00A+020E-10.jpg,24
yaleB24_P00A+020E-40.jpg,24
yaleB24_P00A+025E+00.jpg,24
yaleB24_P00A+035E+15.jpg,24
yaleB24_P00A+035E+40.jpg,24
yaleB24_P00A+035E+65.jpg,24
yaleB24_P00A+035E-20.jpg,24
yaleB24_P00A+050E+00.jpg,24
yaleB24_P00A+060E+20.jpg,24
yaleB24_P00A+060E-20.jpg,24
yaleB24_P00A+070E+00.jpg,24
yaleB24_P00A+070E+45.jpg,24
yaleB24_P00A+070E-35.jpg,24
yaleB24_P00A+085E+20.jpg,24
yaleB24_P00A+085E-20.jpg,24
yaleB24_P00A+110E+15.jpg,24
yaleB24_P00A+110E+40.jpg,24
yaleB24_P00A+110E+65.jpg,24
yaleB24_P00A+110E-20.jpg,24
yaleB24_P00A+120E+00.jpg,24
yaleB24_P00A-005E+10.jpg,24
yaleB24_P00A-005E-10.jpg,24
yaleB24_P00A-010E+00.jpg,24
yaleB24_P00A-010E-20.jpg,24
yaleB24_P00A-015E+20.jpg,24
yaleB24_P00A-020E+10.jpg,24
yaleB24_P00A-020E-10.jpg,24
yaleB24_P00A-020E-40.jpg,24
yaleB24_P00A-025E+00.jpg,24
yaleB24_P00A-035E+15.jpg,24
yaleB24_P00A-035E+40.jpg,24
yaleB24_P00A-035E+65.jpg,24
yaleB24_P00A-035E-20.jpg,24
yaleB24_P00A-050E+00.jpg,24
yaleB24_P00A-050E-40.jpg,24
yaleB24_P00A-060E+20.jpg,24
yaleB24_P00A-060E-20.jpg,24
yaleB24_P00A-070E+00.jpg,24
yaleB25_P00A+000E+00.jpg,25
yaleB25_P00A+000E+20.jpg,25
yaleB25_P00A+000E+45.jpg,25
yaleB25_P00A+000E-20.jpg,25
yaleB25_P00A+000E-35.jpg,25
yaleB25_P00A+005E+10.jpg,25
yaleB25_P00A+005E-10.jpg,25
yaleB25_P00A+010E+00.jpg,25
yaleB25_P00A+010E-20.jpg,25
yaleB25_P00A+015E+20.jpg,25
yaleB25_P00A+020E+10.jpg,25
yaleB25_P00A+020E-10.jpg,25
yaleB25_P00A+020E-40.jpg,25
yaleB25_P00A+025E+00.jpg,25
yaleB25_P00A+035E+15.jpg,25
yaleB25_P00A+035E+40.jpg,25
yaleB25_P00A+035E+65.jpg,25
yaleB25_P00A+035E-20.jpg,25
yaleB25_P00A+050E+00.jpg,25
yaleB25_P00A+060E+20.jpg,25
yaleB25_P00A+060E-20.jpg,25
yaleB25_P00A+070E+00.jpg,25
yaleB25_P00A+070E+45.jpg,25
yaleB25_P00A+070E-35.jpg,25
yaleB25_P00A+085E+20.jpg,25
yaleB25_P00A+085E-20.jpg,25
yaleB25_P00A+110E+15.jpg,25
yaleB25_P00A+110E+40.jpg,25
yaleB25_P00A+110E+65.jpg,25
yaleB25_P00A+110E-20.jpg,25
yaleB25_P00A+120E+00.jpg,25
yaleB25_P00A+130E+20.jpg,25
yaleB25_P00A-005E+10.jpg,25
yaleB25_P00A-005E-10.jpg,25
yaleB25_P00A-010E+00.jpg,25
yaleB25_P00A-010E-20.jpg,25
yaleB25_P00A-015E+20.jpg,25
yaleB25_P00A-020E+10.jpg,25
yaleB25_P00A-020E-10.jpg,25
yaleB25_P00A-020E-40.jpg,25
yaleB25_P00A-025E+00.jpg,25
yaleB25_P00A-035E+15.jpg,25
yaleB25_P00A-035E+40.jpg,25
yaleB25_P00A-035E+65.jpg,25
yaleB25_P00A-035E-20.jpg,25
yaleB25_P00A-050E+00.jpg,25
yaleB25_P00A-050E-40.jpg,25
yaleB25_P00A-060E+20.jpg,25
yaleB25_P00A-060E-20.jpg,25
yaleB25_P00A-070E+00.jpg,25
yaleB26_P00A+000E+00.jpg,26
yaleB26_P00A+000E+20.jpg,26
yaleB26_P00A+000E+45.jpg,26
yaleB26_P00A+000E+90.jpg,26
yaleB26_P00A+000E-20.jpg,26
yaleB26_P00A+000E-35.jpg,26
yaleB26_P00A+005E+10.jpg,26
yaleB26_P00A+005E-10.jpg,26
yaleB26_P00A+010E+00.jpg,26
yaleB26_P00A+010E-20.jpg,26
yaleB26_P00A+015E+20.jpg,26
yaleB26_P00A+020E+10.jpg,26
yaleB26_P00A+020E-10.jpg,26
yaleB26_P00A+020E-40.jpg,26
yaleB26_P00A+025E+00.jpg,26
yaleB26_P00A+035E+15.jpg,26
yaleB26_P00A+035E+40.jpg,26
yaleB26_P00A+035E+65.jpg,26
yaleB26_P00A+035E-20.jpg,26
yaleB26_P00A+050E+00.jpg,26
yaleB26_P00A+060E+20.jpg,26
yaleB26_P00A+060E-20.jpg,26
yaleB26_P00A+070E+00.jpg,26
yaleB26_P00A+070E+45.jpg,26
yaleB26_P00A+070E-35.jpg,26
yaleB26_P00A+085E+20.jpg,26
yaleB26_P00A+085E-20.jpg,26
yaleB26_P00A+110E+15.jpg,26
yaleB26_P00A+110E+40.jpg,26
yaleB26_P00A+110E+65.jpg,26
yaleB26_P00A+110E-20.jpg,26
yaleB26_P00A+120E+00.jpg,26
yaleB26_P00A-005E+10.jpg,26
yaleB26_P00A-005E-10.jpg,26
yaleB26_P00A-010E+00.jpg,26
yaleB26_P00A-010E-20.jpg,26
yaleB26_P00A-015E+20.jpg,26
yaleB26_P00A-020E+10.jpg,26
yaleB26_P00A-020E-10.jpg,26
yaleB26_P00A-020E-40.jpg,26
yaleB26_P00A-025E+00.jpg,26
yaleB26_P00A-035E+15.jpg,26
yaleB26_P00A-035E+40.jpg,26
yaleB26_P00A-035E+65.jpg,26
yaleB26_P00A-035E-20.jpg,26
yaleB26_P00A-050E+00.jpg,26
yaleB26_P00A-050E-40.jpg,26
yaleB26_P00A-060E+20.jpg,26
yaleB26_P00A-060E-20.jpg,26
yaleB26_P00A-070E+00.jpg,26
yaleB27_P00A+000E+00.jpg,27
yaleB27_P00A+000E+20.jpg,27
yaleB27_P00A+000E+45.jpg,27
yaleB27_P00A+000E+90.jpg,27
yaleB27_P00A+000E-20.jpg,27
yaleB27_P00A+000E-35.jpg,27
yaleB27_P00A+005E+10.jpg,27
yaleB27_P00A+005E-10.jpg,27
yaleB27_P00A+010E+00.jpg,27
yaleB27_P00A+010E-20.jpg,27
yaleB27_P00A+015E+20.jpg,27
yaleB27_P00A+020E+10.jpg,27
yaleB27_P00A+020E-10.jpg,27
yaleB27_P00A+020E-40.jpg,27
yaleB27_P00A+025E+00.jpg,27
yaleB27_P00A+035E+15.jpg,27
yaleB27_P00A+035E+40.jpg,27
yaleB27_P00A+035E+65.jpg,27
yaleB27_P00A+035E-20.jpg,27
yaleB27_P00A+050E+00.jpg,27
yaleB27_P00A+060E+20.jpg,27
yaleB27_P00A+060E-20.jpg,27
yaleB27_P00A+070E+00.jpg,27
yaleB27_P00A+070E+45.jpg,27
yaleB27_P00A+070E-35.jpg,27
yaleB27_P00A+085E+20.jpg,27
yaleB27_P00A+085E-20.jpg,27
yaleB27_P00A+110E+15.jpg,27
yaleB27_P00A+110E+40.jpg,27
yaleB27_P00A+110E-20.jpg,27
yaleB27_P00A+120E+00.jpg,27
yaleB27_P00A-005E+10.jpg,27
yaleB27_P00A-005E-10.jpg,27
yaleB27_P00A-010E+00.jpg,27
yaleB27_P00A-010E-20.jpg,27
yaleB27_P00A-015E+20.jpg,27
yaleB27_P00A-020E+10.jpg,27
yaleB27_P00A-020E-10.jpg,27
yaleB27_P00A-020E-40.jpg,27
yaleB27_P00A-025E+00.jpg,27
yaleB27_P00A-035E+15.jpg,27
yaleB27_P00A-035E+40.jpg,27
yaleB27_P00A-035E+65.jpg,27
yaleB27_P00A-035E-20.jpg,27
yaleB27_P00A-050E+00.jpg,27
yaleB27_P00A-050E-40.jpg,27
yaleB27_P00A-060E+20.jpg,27
yaleB27_P00A-060E-20.jpg,27
yaleB27_P00A-070E+00.jpg,27
yaleB27_P00A-070E+45.jpg,27
yaleB28_P00A+000E+00.jpg,28
yaleB28_P00A+000E+20.jpg,28
yaleB28_P00A+000E+45.jpg,28
yaleB28_P00A+000E+90.jpg,28
yaleB28_P00A+000E-20.jpg,28
yaleB28_P00A+000E-35.jpg,28
yaleB28_P00A+005E+10.jpg,28
yaleB28_P00A+005E-10.jpg,28
yaleB28_P00A+010E+00.jpg,28
yaleB28_P00A+010E-20.jpg,28
yaleB28_P00A+015E+20.jpg,28
yaleB28_P00A+020E+10.jpg,28
yaleB28_P00A+020E-10.jpg,28
yaleB28_P00A+020E-40.jpg,28
yaleB28_P00A+025E+00.jpg,28
yaleB28_P00A+035E+15.jpg,28
yaleB28_P00A+035E+40.jpg,28
yaleB28_P00A+035E+65.jpg,28
yaleB28_P00A+035E-20.jpg,28
yaleB28_P00A+050E+00.jpg,28
yaleB28_P00A+060E+20.jpg,28
yaleB28_P00A+060E-20.jpg,28
yaleB28_P00A+070E+00.jpg,28
yaleB28_P00A+070E+45.jpg,28
yaleB28_P00A+070E-35.jpg,28
yaleB28_P00A+085E+20.jpg,28
yaleB28_P00A+085E-20.jpg,28
yaleB28_P00A+110E+15.jpg,28
yaleB28_P00A+110E+40.jpg,28
yaleB28_P00A+110E+65.jpg,28
yaleB28_P00A+110E-20.jpg,28
yaleB28_P00A+120E+00.jpg,28
yaleB28_P00A-005E+10.jpg,28
yaleB28_P00A-005E-10.jpg,28
yaleB28_P00A-010E+00.jpg,28
yaleB28_P00A-010E-20.jpg,28
yaleB28_P00A-015E+20.jpg,28
yaleB28_P00A-020E+10.jpg,28
yaleB28_P00A-020E-10.jpg,28
yaleB28_P00A-020E-40.jpg,28
yaleB28_P00A-025E+00.jpg,28
yaleB28_P00A-035E+15.jpg,28
yaleB28_P00A-035E+40.jpg,28
yaleB28_P00A-035E+65.jpg,28
yaleB28_P00A-035E-20.jpg,28
yaleB28_P00A-050E+00.jpg,28
yaleB28_P00A-050E-40.jpg,28
yaleB28_P00A-060E+20.jpg,28
yaleB28_P00A-060E-20.jpg,28
yaleB28_P00A-070E+00.jpg,28
yaleB32_P00A+000E+00.jpg,32
yaleB32_P00A+000E+20.jpg,32
yaleB32_P00A+000E+45.jpg,32
yaleB32_P00A+000E+90.jpg,32
yaleB32_P00A+000E-20.jpg,32
yaleB32_P00A+000E-35.jpg,32
yaleB32_P00A+005E+10.jpg,32
yaleB32_P00A+005E-10.jpg,32
yaleB32_P00A+010E+00.jpg,32
yaleB32_P00A+010E-20.jpg,32
yaleB32_P00A+015E+20.jpg,32
yaleB32_P00A+020E+10.jpg,32
yaleB32_P00A+020E-10.jpg,32
yaleB32_P00A+020E-40.jpg,32
yaleB32_P00A+025E+00.jpg,32
yaleB32_P00A+035E+15.jpg,32
yaleB32_P00A+035E+40.jpg,32
yaleB32_P00A+035E+65.jpg,32
yaleB32_P00A+035E-20.jpg,32
yaleB32_P00A+050E+00.jpg,32
yaleB32_P00A+060E+20.jpg,32
yaleB32_P00A+060E-20.jpg,32
yaleB32_P00A+070E+00.jpg,32
yaleB32_P00A+070E+45.jpg,32
yaleB32_P00A+070E-35.jpg,32
yaleB32_P00A+085E+20.jpg,32
yaleB32_P00A+085E-20.jpg,32
yaleB32_P00A+110E+15.jpg,32
yaleB32_P00A+110E+40.jpg,32
yaleB32_P00A+110E-20.jpg,32
yaleB32_P00A+120E+00.jpg,32
yaleB32_P00A-005E+10.jpg,32
yaleB32_P00A-005E-10.jpg,32
yaleB32_P00A-010E+00.jpg,32
yaleB32_P00A-010E-20.jpg,32
yaleB32_P00A-015E+20.jpg,32
yaleB32_P00A-020E+10.jpg,32
yaleB32_P00A-020E-10.jpg,32
yaleB32_P00A-020E-40.jpg,32
yaleB32_P00A-025E+00.jpg,32
yaleB32_P00A-035E+15.jpg,32
yaleB32_P00A-035E+40.jpg,32
yaleB32_P00A-035E+65.jpg,32
yaleB32_P00A-035E-20.jpg,32
yaleB32_P00A-050E+00.jpg,32
yaleB32_P00A-050E-40.jpg,32
yaleB32_P00A-060E+20.jpg,32
yaleB32_P00A-060E-20.jpg,32
yaleB32_P00A-070E+00.jpg,32
yaleB32_P00A-070E+45.jpg,32
yaleB33_P00A+000E+00.jpg,33
yaleB33_P00A+000E+20.jpg,33
yaleB33_P00A+000E+45.jpg,33
yaleB33_P00A+000E+90.jpg,33
yaleB33_P00A+000E-20.jpg,33
yaleB33_P00A+000E-35.jpg,33
yaleB33_P00A+005E+10.jpg,33
yaleB33_P00A+005E-10.jpg,33
yaleB33_P00A+010E+00.jpg,33
yaleB33_P00A+010E-20.jpg,33
yaleB33_P00A+015E+20.jpg,33
yaleB33_P00A+020E+10.jpg,33
yaleB33_P00A+020E-10.jpg,33
yaleB33_P00A+020E-40.jpg,33
yaleB33_P00A+025E+00.jpg,33
yaleB33_P00A+035E+15.jpg,33
yaleB33_P00A+035E+40.jpg,33
yaleB33_P00A+035E+65.jpg,33
yaleB33_P00A+035E-20.jpg,33
yaleB33_P00A+050E+00.jpg,33
yaleB33_P00A+060E+20.jpg,33
yaleB33_P00A+060E-20.jpg,33
yaleB33_P00A+070E+00.jpg,33
yaleB33_P00A+070E+45.jpg,33
yaleB33_P00A+070E-35.jpg,33
yaleB33_P00A+085E+20.jpg,33
yaleB33_P00A+085E-20.jpg,33
yaleB33_P00A+110E+15.jpg,33
yaleB33_P00A+110E+40.jpg,33
yaleB33_P00A+110E+65.jpg,33
yaleB33_P00A+110E-20.jpg,33
yaleB33_P00A+120E+00.jpg,33
yaleB33_P00A-005E+10.jpg,33
yaleB33_P00A-005E-10.jpg,33
yaleB33_P00A-010E+00.jpg,33
yaleB33_P00A-010E-20.jpg,33
yaleB33_P00A-015E+20.jpg,33
yaleB33_P00A-020E+10.jpg,33
yaleB33_P00A-020E-10.jpg,33
yaleB33_P00A-020E-40.jpg,33
yaleB33_P00A-025E+00.jpg,33
yaleB33_P00A-035E+15.jpg,33
yaleB33_P00A-035E+40.jpg,33
yaleB33_P00A-035E+65.jpg,33
yaleB33_P00A-035E-20.jpg,33
yaleB33_P00A-050E+00.jpg,33
yaleB33_P00A-050E-40.jpg,33
yaleB33_P00A-060E+20.jpg,33
yaleB33_P00A-060E-20.jpg,33
yaleB33_P00A-070E+00.jpg,33
yaleB34_P00A+000E+00.jpg,34
yaleB34_P00A+000E+20.jpg,34
yaleB34_P00A+000E+45.jpg,34
yaleB34_P00A+000E+90.jpg,34
yaleB34_P00A+000E-20.jpg,34
yaleB34_P00A+000E-35.jpg,34
yaleB34_P00A+005E+10.jpg,34
yaleB34_P00A+005E-10.jpg,34
yaleB34_P00A+010E+00.jpg,34
yaleB34_P00A+010E-20.jpg,34
yaleB34_P00A+015E+20.jpg,34
yaleB34_P00A+020E+10.jpg,34
yaleB34_P00A+020E-10.jpg,34
yaleB34_P00A+020E-40.jpg,34
yaleB34_P00A+025E+00.jpg,34
yaleB34_P00A+035E+15.jpg,34
yaleB34_P00A+035E+40.jpg,34
yaleB34_P00A+035E+65.jpg,34
yaleB34_P00A+035E-20.jpg,34
yaleB34_P00A+050E+00.jpg,34
yaleB34_P00A+060E+20.jpg,34
yaleB34_P00A+060E-20.jpg,34
yaleB34_P00A+070E+00.jpg,34
yaleB34_P00A+070E+45.jpg,34
yaleB34_P00A+070E-35.jpg,34
yaleB34_P00A+085E+20.jpg,34
yaleB34_P00A+085E-20.jpg,34
yaleB34_P00A+110E+15.jpg,34
yaleB34_P00A+110E+40.jpg,34
yaleB34_P00A+110E-20.jpg,34
yaleB34_P00A+120E+00.jpg,34
yaleB34_P00A+130E+20.jpg,34
yaleB34_P00A-005E+10.jpg,34
yaleB34_P00A-005E-10.jpg,34
yaleB34_P00A-010E+00.jpg,34
yaleB34_P00A-010E-20.jpg,34
yaleB34_P00A-015E+20.jpg,34
yaleB34_P00A-020E+10.jpg,34
yaleB34_P00A-020E-10.jpg,34
yaleB34_P00A-020E-40.jpg,34
yaleB34_P00A-025E+00.jpg,34
yaleB34_P00A-035E+15.jpg,34
yaleB34_P00A-035E+40.jpg,34
yaleB34_P00A-035E+65.jpg,34
yaleB34_P00A-035E-20.jpg,34
yaleB34_P00A-050E+00.jpg,34
yaleB34_P00A-050E-40.jpg,34
yaleB34_P00A-060E+20.jpg,34
yaleB34_P00A-060E-20.jpg,34
yaleB34_P00A-070E+00.jpg,34
yaleB35_P00A+000E+00.jpg,35
yaleB35_P00A+000E+20.jpg,35
yaleB35_P00A+000E+45.jpg,35
yaleB35_P00A+000E+90.jpg,35
yaleB35_P00A+000E-20.jpg,35
yaleB35_P00A+000E-35.jpg,35
yaleB35_P00A+005E+10.jpg,35
yaleB35_P00A+005E-10.jpg,35
yaleB35_P00A+010E+00.jpg,35
yaleB35_P00A+010E-20.jpg,35
yaleB35_P00A+015E+20.jpg,35
yaleB35_P00A+020E+10.jpg,35
yaleB35_P00A+020E-10.jpg,35
yaleB35_P00A+020E-40.jpg,35
yaleB35_P00A+025E+00.jpg,35
yaleB35_P00A+035E+15.jpg,35
yaleB35_P00A+035E+40.jpg,35
yaleB35_P00A+035E+65.jpg,35
yaleB35_P00A+035E-20.jpg,35
yaleB35_P00A+050E+00.jpg,35
yaleB35_P00A+060E+20.jpg,35
yaleB35_P00A+060E-20.jpg,35
yaleB35_P00A+070E+00.jpg,35
yaleB35_P00A+070E+45.jpg,35
yaleB35_P00A+070E-35.jpg,35
yaleB35_P00A+085E+20.jpg,35
yaleB35_P00A+085E-20.jpg,35
yaleB35_P00A+110E+15.jpg,35
yaleB35_P00A+110E+40.jpg,35
yaleB35_P00A+110E+65.jpg,35
yaleB35_P00A+110E-20.jpg,35
yaleB35_P00A+120E+00.jpg,35
